from_country_iso3,to_country_iso3,year,n_migrations,n_migrations_back,netmigrations,decade,corridor,flow_direction,flow_size_category
DEU,ARG,2006,19,35,-16,2000s,DEU-ARG,Net flow back to origin,Very Large
SGP,USA,2009,166,222,-56,2000s,SGP-USA,Net flow back to origin,Very Large
BEL,MAR,2011,10,1,9,2010s,BEL-MAR,Net flow to destination,Large
DEU,GBR,2001,473,473,0,2000s,DEU-GBR,Balanced,Very Large
GBR,TUR,2004,44,29,15,2000s,GBR-TUR,Net flow to destination,Very Large
JPN,CHN,2007,418,252,166,2000s,JPN-CHN,Net flow to destination,Very Large
USA,SWE,2022,219,192,27,2020s,USA-SWE,Net flow to destination,Very Large
CAN,KOR,2015,39,49,-10,2010s,CAN-KOR,Net flow back to origin,Very Large
SGP,CHN,2015,298,272,26,2010s,SGP-CHN,Net flow to destination,Very Large
DEU,GBR,2015,736,687,49,2010s,DEU-GBR,Net flow to destination,Very Large
GBR,DEU,2022,705,495,210,2020s,GBR-DEU,Net flow to destination,Very Large
SWE,AUT,2021,23,25,-2,2020s,SWE-AUT,Net flow back to origin,Very Large
GBR,TZA,2020,9,7,2,2020s,GBR-TZA,Net flow to destination,Large
USA,EGY,2018,166,128,38,2010s,USA-EGY,Net flow to destination,Very Large
CHN,GBR,2020,588,754,-166,2020s,CHN-GBR,Net flow back to origin,Very Large
GBR,ZMB,2002,3,5,-2,2000s,GBR-ZMB,Net flow back to origin,Medium
SGP,USA,2011,171,268,-97,2010s,SGP-USA,Net flow back to origin,Very Large
IND,MYS,2016,80,46,34,2010s,IND-MYS,Net flow to destination,Very Large
CAN,CHN,2019,459,439,20,2010s,CAN-CHN,Net flow to destination,Very Large
VEN,ESP,2020,21,16,5,2020s,VEN-ESP,Net flow to destination,Very Large
GBR,ESP,2004,186,161,25,2000s,GBR-ESP,Net flow to destination,Very Large
NOR,SWE,2010,53,64,-11,2010s,NOR-SWE,Net flow back to origin,Very Large
HUN,HRV,2015,3,1,2,2010s,HUN-HRV,Net flow to destination,Medium
AUT,POL,2012,12,11,1,2010s,AUT-POL,Net flow to destination,Very Large
GBR,FRA,2005,299,372,-73,2000s,GBR-FRA,Net flow back to origin,Very Large
ITA,NLD,2007,76,69,7,2000s,ITA-NLD,Net flow to destination,Very Large
ITA,USA,2014,673,482,191,2010s,ITA-USA,Net flow to destination,Very Large
RUS,SWE,2023,15,8,7,2020s,RUS-SWE,Net flow to destination,Very Large
CAN,CHE,2007,52,71,-19,2000s,CAN-CHE,Net flow back to origin,Very Large
AUT,DEU,2022,283,330,-47,2020s,AUT-DEU,Net flow back to origin,Very Large
JPN,NZL,2011,5,8,-3,2010s,JPN-NZL,Net flow back to origin,Large
CHL,USA,2014,114,152,-38,2010s,CHL-USA,Net flow back to origin,Very Large
JPN,ARG,2003,2,2,0,2000s,JPN-ARG,Balanced,Medium
JPN,GRC,2011,4,2,2,2010s,JPN-GRC,Net flow to destination,Large
CHE,GBR,2013,230,284,-54,2010s,CHE-GBR,Net flow back to origin,Very Large
NOR,PRT,2016,9,10,-1,2010s,NOR-PRT,Net flow back to origin,Large
MYS,AUS,2012,64,84,-20,2010s,MYS-AUS,Net flow back to origin,Very Large
AUT,GBR,2008,69,45,24,2000s,AUT-GBR,Net flow to destination,Very Large
JPN,SGP,2003,22,10,12,2000s,JPN-SGP,Net flow to destination,Very Large
CZE,JPN,2007,8,6,2,2000s,CZE-JPN,Net flow to destination,Large
NZL,SGP,2008,15,8,7,2000s,NZL-SGP,Net flow to destination,Very Large
SAU,BHR,2015,8,4,4,2010s,SAU-BHR,Net flow to destination,Large
GBR,ITA,2010,240,368,-128,2010s,GBR-ITA,Net flow back to origin,Very Large
PAN,USA,2001,12,4,8,2000s,PAN-USA,Net flow to destination,Very Large
CHL,USA,2008,98,103,-5,2000s,CHL-USA,Net flow back to origin,Very Large
ZAF,IRL,2015,2,1,1,2010s,ZAF-IRL,Net flow to destination,Medium
RUS,AUT,2012,17,6,11,2010s,RUS-AUT,Net flow to destination,Very Large
AUT,RUS,2019,7,16,-9,2010s,AUT-RUS,Net flow back to origin,Large
RUS,SRB,2022,5,3,2,2020s,RUS-SRB,Net flow to destination,Large
AUS,CHN,2009,105,149,-44,2000s,AUS-CHN,Net flow back to origin,Very Large
DNK,USA,2013,135,160,-25,2010s,DNK-USA,Net flow back to origin,Very Large
SGP,OMN,2015,1,1,0,2010s,SGP-OMN,Balanced,Small
GBR,ETH,2013,10,12,-2,2010s,GBR-ETH,Net flow back to origin,Large
IND,TWN,2002,34,11,23,2000s,IND-TWN,Net flow to destination,Very Large
GBR,FIN,2013,52,40,12,2010s,GBR-FIN,Net flow to destination,Very Large
UKR,DEU,2019,38,16,22,2010s,UKR-DEU,Net flow to destination,Very Large
GBR,GRC,2009,152,136,16,2000s,GBR-GRC,Net flow to destination,Very Large
GRC,HUN,2011,2,2,0,2010s,GRC-HUN,Balanced,Medium
SAU,USA,1999,27,33,-6,1990s,SAU-USA,Net flow back to origin,Very Large
SWE,AUS,2018,57,59,-2,2010s,SWE-AUS,Net flow back to origin,Very Large
THA,USA,2009,103,188,-85,2000s,THA-USA,Net flow back to origin,Very Large
DNK,GBR,2016,106,116,-10,2010s,DNK-GBR,Net flow back to origin,Very Large
JPN,NOR,2017,8,5,3,2010s,JPN-NOR,Net flow to destination,Large
GBR,DNK,2011,87,56,31,2010s,GBR-DNK,Net flow to destination,Very Large
ZAF,AUS,2004,27,22,5,2000s,ZAF-AUS,Net flow to destination,Very Large
USA,DEU,2008,1048,1248,-200,2000s,USA-DEU,Net flow back to origin,Very Large
AUS,DEU,2009,121,154,-33,2000s,AUS-DEU,Net flow back to origin,Very Large
JPN,CAN,2004,100,82,18,2000s,JPN-CAN,Net flow to destination,Very Large
CAN,JPN,2005,85,101,-16,2000s,CAN-JPN,Net flow back to origin,Very Large
NZL,USA,2013,131,121,10,2010s,NZL-USA,Net flow to destination,Very Large
ESP,MEX,2007,100,87,13,2000s,ESP-MEX,Net flow to destination,Very Large
ESP,IRL,2022,33,34,-1,2020s,ESP-IRL,Net flow back to origin,Very Large
KAZ,USA,2002,2,1,1,2000s,KAZ-USA,Net flow to destination,Medium
PRT,CHN,2013,8,12,-4,2010s,PRT-CHN,Net flow back to origin,Large
CHE,NLD,2008,50,55,-5,2000s,CHE-NLD,Net flow back to origin,Very Large
USA,MEX,2005,215,193,22,2000s,USA-MEX,Net flow to destination,Very Large
TUR,USA,2009,222,248,-26,2000s,TUR-USA,Net flow back to origin,Very Large
JPN,RUS,2007,25,23,2,2000s,JPN-RUS,Net flow to destination,Very Large
DEU,IRN,2014,36,82,-46,2010s,DEU-IRN,Net flow back to origin,Very Large
BRA,FRA,2013,85,116,-31,2010s,BRA-FRA,Net flow back to origin,Very Large
ESP,CHL,2007,51,37,14,2000s,ESP-CHL,Net flow to destination,Very Large
SWE,BEL,2018,29,33,-4,2010s,SWE-BEL,Net flow back to origin,Very Large
CAN,DEU,2018,178,185,-7,2010s,CAN-DEU,Net flow back to origin,Very Large
POL,USA,2013,92,102,-10,2010s,POL-USA,Net flow back to origin,Very Large
IND,USA,2006,722,458,264,2000s,IND-USA,Net flow to destination,Very Large
CHL,USA,2015,121,150,-29,2010s,CHL-USA,Net flow back to origin,Very Large
CHL,NLD,2022,17,9,8,2020s,CHL-NLD,Net flow to destination,Very Large
JPN,IRN,2018,14,11,3,2010s,JPN-IRN,Net flow to destination,Very Large
ESP,ARG,2011,97,94,3,2010s,ESP-ARG,Net flow to destination,Very Large
SAU,EGY,2014,220,299,-79,2010s,SAU-EGY,Net flow back to origin,Very Large
USA,LBN,2011,49,52,-3,2010s,USA-LBN,Net flow back to origin,Very Large
CHN,LBN,2018,1,1,0,2010s,CHN-LBN,Balanced,Small
DEU,TWN,2006,20,8,12,2000s,DEU-TWN,Net flow to destination,Very Large
TWN,DEU,2007,10,14,-4,2000s,TWN-DEU,Net flow back to origin,Large
FRA,PER,2006,3,3,0,2000s,FRA-PER,Balanced,Medium
GBR,ESP,2001,187,174,13,2000s,GBR-ESP,Net flow to destination,Very Large
IND,GBR,2007,156,106,50,2000s,IND-GBR,Net flow to destination,Very Large
ITA,IND,2016,50,46,4,2010s,ITA-IND,Net flow to destination,Very Large
USA,PAN,2010,22,18,4,2010s,USA-PAN,Net flow to destination,Very Large
BRA,CAN,2011,67,48,19,2010s,BRA-CAN,Net flow to destination,Very Large
CZE,USA,2006,54,53,1,2000s,CZE-USA,Net flow to destination,Very Large
GUM,USA,1999,7,3,4,1990s,GUM-USA,Net flow to destination,Large
CHL,CAN,2004,8,6,2,2000s,CHL-CAN,Net flow to destination,Large
AUS,CHE,2014,59,66,-7,2010s,AUS-CHE,Net flow back to origin,Very Large
SWE,USA,2002,343,235,108,2000s,SWE-USA,Net flow to destination,Very Large
AUT,HUN,2013,13,20,-7,2010s,AUT-HUN,Net flow back to origin,Very Large
USA,IRN,2009,66,125,-59,2000s,USA-IRN,Net flow back to origin,Very Large
GBR,CHN,2014,409,310,99,2010s,GBR-CHN,Net flow to destination,Very Large
SLV,SVN,2014,4,9,-5,2010s,SLV-SVN,Net flow back to origin,Large
ITA,CHN,2009,20,22,-2,2000s,ITA-CHN,Net flow back to origin,Very Large
DNK,ISR,2011,2,6,-4,2010s,DNK-ISR,Net flow back to origin,Medium
ITA,CHE,2009,180,114,66,2000s,ITA-CHE,Net flow to destination,Very Large
IND,SGP,2004,35,10,25,2000s,IND-SGP,Net flow to destination,Very Large
USA,KOR,2005,732,628,104,2000s,USA-KOR,Net flow to destination,Very Large
JPN,CHN,1999,153,165,-12,1990s,JPN-CHN,Net flow back to origin,Very Large
JPN,IND,2022,77,68,9,2020s,JPN-IND,Net flow to destination,Very Large
NZL,JPN,2005,6,3,3,2000s,NZL-JPN,Net flow to destination,Large
GRC,GBR,2011,167,165,2,2010s,GRC-GBR,Net flow to destination,Very Large
ESP,DEU,2010,154,161,-7,2010s,ESP-DEU,Net flow back to origin,Very Large
ISL,USA,2003,18,17,1,2000s,ISL-USA,Net flow to destination,Very Large
SGP,GBR,2008,61,72,-11,2000s,SGP-GBR,Net flow back to origin,Very Large
KOR,JPN,2013,120,152,-32,2010s,KOR-JPN,Net flow back to origin,Very Large
JPN,KOR,2014,177,115,62,2010s,JPN-KOR,Net flow to destination,Very Large
EGY,USA,2006,44,95,-51,2000s,EGY-USA,Net flow back to origin,Very Large
USA,HUN,2007,81,80,1,2000s,USA-HUN,Net flow to destination,Very Large
ESP,DNK,2021,45,35,10,2020s,ESP-DNK,Net flow to destination,Very Large
IRL,GBR,2010,220,261,-41,2010s,IRL-GBR,Net flow back to origin,Very Large
USA,NOR,2009,85,90,-5,2000s,USA-NOR,Net flow back to origin,Very Large
GRC,GBR,2021,188,198,-10,2020s,GRC-GBR,Net flow back to origin,Very Large
JPN,TWN,2008,40,24,16,2000s,JPN-TWN,Net flow to destination,Very Large
TWN,JPN,2009,27,55,-28,2000s,TWN-JPN,Net flow back to origin,Very Large
NZL,CAN,2020,42,41,1,2020s,NZL-CAN,Net flow to destination,Very Large
CAN,NZL,2022,22,24,-2,2020s,CAN-NZL,Net flow back to origin,Very Large
CHE,FRA,2013,250,339,-89,2010s,CHE-FRA,Net flow back to origin,Very Large
ESP,BRA,2009,70,89,-19,2000s,ESP-BRA,Net flow back to origin,Very Large
ZAF,ESP,2013,4,10,-6,2010s,ZAF-ESP,Net flow back to origin,Large
GBR,DNK,2009,81,53,28,2000s,GBR-DNK,Net flow to destination,Very Large
RUS,GBR,2003,72,69,3,2000s,RUS-GBR,Net flow to destination,Very Large
DEU,IRN,2008,26,20,6,2000s,DEU-IRN,Net flow to destination,Very Large
THA,USA,2021,131,213,-82,2020s,THA-USA,Net flow back to origin,Very Large
USA,GBR,2018,1886,2057,-171,2010s,USA-GBR,Net flow back to origin,Very Large
IND,BGD,2012,17,9,8,2010s,IND-BGD,Net flow to destination,Very Large
BEL,GBR,2021,162,162,0,2020s,BEL-GBR,Balanced,Very Large
KOR,GBR,1999,15,19,-4,1990s,KOR-GBR,Net flow back to origin,Very Large
CHN,GBR,1999,78,73,5,1990s,CHN-GBR,Net flow to destination,Very Large
JPN,TUR,2004,13,13,0,2000s,JPN-TUR,Balanced,Very Large
KOR,MNG,2013,4,1,3,2010s,KOR-MNG,Net flow to destination,Large
GBR,THA,2010,58,33,25,2010s,GBR-THA,Net flow to destination,Very Large
TUR,FIN,2023,7,2,5,2020s,TUR-FIN,Net flow to destination,Large
TUR,EGY,2011,1,3,-2,2010s,TUR-EGY,Net flow back to origin,Small
TZA,UGA,2012,4,2,2,2010s,TZA-UGA,Net flow to destination,Large
ZAF,NLD,2007,17,9,8,2000s,ZAF-NLD,Net flow to destination,Very Large
ROU,CHE,2010,5,8,-3,2010s,ROU-CHE,Net flow back to origin,Large
GRC,BEL,2008,12,11,1,2000s,GRC-BEL,Net flow to destination,Very Large
CAN,PAN,2011,4,1,3,2010s,CAN-PAN,Net flow to destination,Large
IND,SGP,2001,16,11,5,2000s,IND-SGP,Net flow to destination,Very Large
AUS,AUT,2009,33,36,-3,2000s,AUS-AUT,Net flow back to origin,Very Large
AUS,CHE,2008,51,50,1,2000s,AUS-CHE,Net flow to destination,Very Large
GBR,NLD,2007,163,199,-36,2000s,GBR-NLD,Net flow back to origin,Very Large
FRA,POL,2014,42,32,10,2010s,FRA-POL,Net flow to destination,Very Large
FRA,POL,2008,34,38,-4,2000s,FRA-POL,Net flow back to origin,Very Large
FRA,DEU,2023,231,193,38,2020s,FRA-DEU,Net flow to destination,Very Large
ESP,CHN,2014,26,31,-5,2010s,ESP-CHN,Net flow back to origin,Very Large
ARG,ESP,2006,82,69,13,2000s,ARG-ESP,Net flow to destination,Very Large
CAN,HKG,2008,26,21,5,2000s,CAN-HKG,Net flow to destination,Very Large
AUS,JPN,2003,48,65,-17,2000s,AUS-JPN,Net flow back to origin,Very Large
ITA,SMR,2015,5,4,1,2010s,ITA-SMR,Net flow to destination,Large
AUS,CHL,2011,6,15,-9,2010s,AUS-CHL,Net flow back to origin,Large
USA,ESP,2003,374,355,19,2000s,USA-ESP,Net flow to destination,Very Large
GBR,UKR,2010,61,100,-39,2010s,GBR-UKR,Net flow back to origin,Very Large
FRA,PRT,2013,44,35,9,2010s,FRA-PRT,Net flow to destination,Very Large
ESP,CHE,2005,36,30,6,2000s,ESP-CHE,Net flow to destination,Very Large
IND,IDN,2007,5,5,0,2000s,IND-IDN,Balanced,Large
ITA,BEL,2009,64,32,32,2000s,ITA-BEL,Net flow to destination,Very Large
CAN,HKG,2004,20,27,-7,2000s,CAN-HKG,Net flow back to origin,Very Large
NLD,GBR,2004,146,148,-2,2000s,NLD-GBR,Net flow back to origin,Very Large
AUT,DEU,2016,382,350,32,2010s,AUT-DEU,Net flow to destination,Very Large
KOR,FIN,2010,4,3,1,2010s,KOR-FIN,Net flow to destination,Large
JPN,TWN,2004,22,11,11,2000s,JPN-TWN,Net flow to destination,Very Large
SWE,GBR,2007,124,117,7,2000s,SWE-GBR,Net flow to destination,Very Large
ZAF,AUS,2014,46,29,17,2010s,ZAF-AUS,Net flow to destination,Very Large
KOR,CAN,1998,10,17,-7,1990s,KOR-CAN,Net flow back to origin,Large
CAN,KOR,2001,18,29,-11,2000s,CAN-KOR,Net flow back to origin,Very Large
USA,SWE,2016,282,251,31,2010s,USA-SWE,Net flow to destination,Very Large
NGA,USA,2023,87,28,59,2020s,NGA-USA,Net flow to destination,Very Large
JPN,CHN,1998,133,141,-8,1990s,JPN-CHN,Net flow back to origin,Very Large
DEU,SAU,2013,27,4,23,2010s,DEU-SAU,Net flow to destination,Very Large
KOR,CHN,2004,52,36,16,2000s,KOR-CHN,Net flow to destination,Very Large
SWE,ESP,2010,32,40,-8,2010s,SWE-ESP,Net flow back to origin,Very Large
USA,NOR,2021,130,90,40,2020s,USA-NOR,Net flow to destination,Very Large
FRA,MAR,2004,63,63,0,2000s,FRA-MAR,Balanced,Very Large
CAN,AUS,2013,219,147,72,2010s,CAN-AUS,Net flow to destination,Very Large
SVK,DEU,2013,11,12,-1,2010s,SVK-DEU,Net flow back to origin,Very Large
KOR,IND,2018,147,222,-75,2010s,KOR-IND,Net flow back to origin,Very Large
FRA,BRA,2009,104,94,10,2000s,FRA-BRA,Net flow to destination,Very Large
SGP,KOR,2009,17,17,0,2000s,SGP-KOR,Balanced,Very Large
USA,ITA,2023,271,295,-24,2020s,USA-ITA,Net flow back to origin,Very Large
LTU,USA,2020,8,12,-4,2020s,LTU-USA,Net flow back to origin,Large
FRA,CHE,2005,261,155,106,2000s,FRA-CHE,Net flow to destination,Very Large
FRA,JPN,2003,69,79,-10,2000s,FRA-JPN,Net flow back to origin,Very Large
HRV,IRL,2017,5,1,4,2010s,HRV-IRL,Net flow to destination,Large
DEU,SWE,2015,205,125,80,2010s,DEU-SWE,Net flow to destination,Very Large
COL,BRA,2015,48,43,5,2010s,COL-BRA,Net flow to destination,Very Large
ESP,MEX,2020,184,179,5,2020s,ESP-MEX,Net flow to destination,Very Large
JPN,DEU,2011,129,131,-2,2010s,JPN-DEU,Net flow back to origin,Very Large
ESP,NLD,2003,41,39,2,2000s,ESP-NLD,Net flow to destination,Very Large
NPL,USA,2006,10,2,8,2000s,NPL-USA,Net flow to destination,Large
THA,NPL,2014,4,4,0,2010s,THA-NPL,Balanced,Large
KOR,CHN,2008,73,92,-19,2000s,KOR-CHN,Net flow back to origin,Very Large
CHN,KOR,2011,83,186,-103,2010s,CHN-KOR,Net flow back to origin,Very Large
AUS,CHE,2015,72,72,0,2010s,AUS-CHE,Balanced,Very Large
PRT,IND,2014,21,17,4,2010s,PRT-IND,Net flow to destination,Very Large
FRA,MAR,2008,83,49,34,2000s,FRA-MAR,Net flow to destination,Very Large
SWE,CAN,2000,39,29,10,2000s,SWE-CAN,Net flow to destination,Very Large
JPN,RUS,1998,35,40,-5,1990s,JPN-RUS,Net flow back to origin,Very Large
IND,FRA,2010,93,42,51,2010s,IND-FRA,Net flow to destination,Very Large
IRN,FRA,2008,13,23,-10,2000s,IRN-FRA,Net flow back to origin,Very Large
IND,JPN,2006,75,72,3,2000s,IND-JPN,Net flow to destination,Very Large
JPN,LTU,2003,3,3,0,2000s,JPN-LTU,Balanced,Medium
CHN,DNK,2012,38,32,6,2010s,CHN-DNK,Net flow to destination,Very Large
ISR,CAN,2011,57,59,-2,2010s,ISR-CAN,Net flow back to origin,Very Large
AUT,FRA,2013,37,48,-11,2010s,AUT-FRA,Net flow back to origin,Very Large
GBR,SRB,2012,17,5,12,2010s,GBR-SRB,Net flow to destination,Very Large
AUS,USA,2002,640,530,110,2000s,AUS-USA,Net flow to destination,Very Large
GBR,CHN,2004,114,117,-3,2000s,GBR-CHN,Net flow back to origin,Very Large
JPN,IDN,2010,88,26,62,2010s,JPN-IDN,Net flow to destination,Very Large
ITA,USA,2008,558,418,140,2000s,ITA-USA,Net flow to destination,Very Large
BRA,GBR,2007,48,60,-12,2000s,BRA-GBR,Net flow back to origin,Very Large
CAN,GBR,2011,338,377,-39,2010s,CAN-GBR,Net flow back to origin,Very Large
FRA,MAR,2001,94,59,35,2000s,FRA-MAR,Net flow to destination,Very Large
DZA,CAN,2013,5,5,0,2010s,DZA-CAN,Balanced,Large
DEU,HKG,2002,7,14,-7,2000s,DEU-HKG,Net flow back to origin,Large
PRT,USA,1999,32,32,0,1990s,PRT-USA,Balanced,Very Large
BEL,GRC,2019,23,25,-2,2010s,BEL-GRC,Net flow back to origin,Very Large
CAN,JOR,2010,13,4,9,2010s,CAN-JOR,Net flow to destination,Very Large
BEL,GBR,2009,86,100,-14,2000s,BEL-GBR,Net flow back to origin,Very Large
THA,NLD,2009,11,13,-2,2000s,THA-NLD,Net flow back to origin,Very Large
KOR,DEU,2009,26,38,-12,2000s,KOR-DEU,Net flow back to origin,Very Large
AUS,PHL,2015,9,10,-1,2010s,AUS-PHL,Net flow back to origin,Large
CHN,SGP,2000,85,27,58,2000s,CHN-SGP,Net flow to destination,Very Large
USA,ARE,2013,84,31,53,2010s,USA-ARE,Net flow to destination,Very Large
IND,IRN,2012,21,10,11,2010s,IND-IRN,Net flow to destination,Very Large
USA,THA,2021,213,131,82,2020s,USA-THA,Net flow to destination,Very Large
GRC,ESP,2014,17,18,-1,2010s,GRC-ESP,Net flow back to origin,Very Large
NOR,BWA,2006,2,1,1,2000s,NOR-BWA,Net flow to destination,Medium
TWN,CHN,2010,160,176,-16,2010s,TWN-CHN,Net flow back to origin,Very Large
IND,DEU,2003,96,56,40,2000s,IND-DEU,Net flow to destination,Very Large
GBR,RUS,2016,50,64,-14,2010s,GBR-RUS,Net flow back to origin,Very Large
TUR,USA,2019,346,315,31,2010s,TUR-USA,Net flow to destination,Very Large
USA,BEL,2020,184,184,0,2020s,USA-BEL,Balanced,Very Large
AUT,USA,2010,109,106,3,2010s,AUT-USA,Net flow to destination,Very Large
DEU,IND,2016,143,184,-41,2010s,DEU-IND,Net flow back to origin,Very Large
JPN,HUN,2003,19,9,10,2000s,JPN-HUN,Net flow to destination,Very Large
ISR,DEU,2012,40,37,3,2010s,ISR-DEU,Net flow to destination,Very Large
CHN,GBR,2007,114,162,-48,2000s,CHN-GBR,Net flow back to origin,Very Large
RUS,DNK,2003,6,7,-1,2000s,RUS-DNK,Net flow back to origin,Large
PRT,ESP,2015,85,117,-32,2010s,PRT-ESP,Net flow back to origin,Very Large
NZL,ARE,2018,3,5,-2,2010s,NZL-ARE,Net flow back to origin,Medium
ARG,AUS,2013,7,2,5,2010s,ARG-AUS,Net flow to destination,Large
RUS,CAN,1999,46,18,28,1990s,RUS-CAN,Net flow to destination,Very Large
USA,HRV,2012,19,22,-3,2010s,USA-HRV,Net flow back to origin,Very Large
KOR,AUS,2006,17,20,-3,2000s,KOR-AUS,Net flow back to origin,Very Large
GBR,FRA,2002,403,399,4,2000s,GBR-FRA,Net flow to destination,Very Large
DEU,CAN,2020,200,207,-7,2020s,DEU-CAN,Net flow back to origin,Very Large
FRA,IRL,2008,33,20,13,2000s,FRA-IRL,Net flow to destination,Very Large
TWN,EGY,2007,2,1,1,2000s,TWN-EGY,Net flow to destination,Medium
RUS,USA,2021,198,143,55,2020s,RUS-USA,Net flow to destination,Very Large
RUS,IRL,2010,2,4,-2,2010s,RUS-IRL,Net flow back to origin,Medium
HKG,IND,2006,2,5,-3,2000s,HKG-IND,Net flow back to origin,Medium
MDA,FRA,2000,5,3,2,2000s,MDA-FRA,Net flow to destination,Large
FRA,MDA,2013,4,2,2,2010s,FRA-MDA,Net flow to destination,Large
GRC,SWE,2012,15,10,5,2010s,GRC-SWE,Net flow to destination,Very Large
SWE,FRA,2014,62,86,-24,2010s,SWE-FRA,Net flow back to origin,Very Large
GBR,SGP,2000,52,26,26,2000s,GBR-SGP,Net flow to destination,Very Large
BRA,PRT,2018,164,155,9,2010s,BRA-PRT,Net flow to destination,Very Large
CHN,TWN,2016,127,240,-113,2010s,CHN-TWN,Net flow back to origin,Very Large
FRA,CAN,2011,337,286,51,2010s,FRA-CAN,Net flow to destination,Very Large
DNK,AUS,2007,20,19,1,2000s,DNK-AUS,Net flow to destination,Very Large
FRA,CHE,2012,346,210,136,2010s,FRA-CHE,Net flow to destination,Very Large
JPN,AUS,2007,62,36,26,2000s,JPN-AUS,Net flow to destination,Very Large
AUS,CAN,2004,142,105,37,2000s,AUS-CAN,Net flow to destination,Very Large
RUS,BRA,2019,8,8,0,2010s,RUS-BRA,Balanced,Large
ESP,FRA,2022,209,221,-12,2020s,ESP-FRA,Net flow back to origin,Very Large
DEU,KAZ,2020,7,4,3,2020s,DEU-KAZ,Net flow to destination,Large
USA,VNM,2007,9,4,5,2000s,USA-VNM,Net flow to destination,Large
USA,DOM,2016,4,5,-1,2010s,USA-DOM,Net flow back to origin,Large
BRA,DEU,2023,103,35,68,2020s,BRA-DEU,Net flow to destination,Very Large
FRA,SGP,2022,15,26,-11,2020s,FRA-SGP,Net flow back to origin,Very Large
POL,IRL,2010,8,4,4,2010s,POL-IRL,Net flow to destination,Large
CAN,DEU,2016,169,176,-7,2010s,CAN-DEU,Net flow back to origin,Very Large
HUN,ITA,1999,6,10,-4,1990s,HUN-ITA,Net flow back to origin,Large
NLD,NOR,2007,16,17,-1,2000s,NLD-NOR,Net flow back to origin,Very Large
NOR,NLD,2011,14,25,-11,2010s,NOR-NLD,Net flow back to origin,Very Large
FRA,MLI,2010,11,12,-1,2010s,FRA-MLI,Net flow back to origin,Very Large
GBR,HUN,2006,27,25,2,2000s,GBR-HUN,Net flow to destination,Very Large
IND,CAN,2017,164,76,88,2010s,IND-CAN,Net flow to destination,Very Large
USA,EGY,2016,134,125,9,2010s,USA-EGY,Net flow to destination,Very Large
GBR,CZE,2010,68,37,31,2010s,GBR-CZE,Net flow to destination,Very Large
USA,UGA,2012,32,19,13,2010s,USA-UGA,Net flow to destination,Very Large
IRN,JPN,2023,5,1,4,2020s,IRN-JPN,Net flow to destination,Large
ECU,ESP,2009,6,3,3,2000s,ECU-ESP,Net flow to destination,Large
FRA,BEL,2007,172,165,7,2000s,FRA-BEL,Net flow to destination,Very Large
GRC,BEL,2014,27,9,18,2010s,GRC-BEL,Net flow to destination,Very Large
LUX,GRC,2021,2,7,-5,2020s,LUX-GRC,Net flow back to origin,Medium
FIN,USA,2011,82,63,19,2010s,FIN-USA,Net flow to destination,Very Large
RUS,ROU,1998,5,1,4,1990s,RUS-ROU,Net flow to destination,Large
USA,ROU,2003,20,49,-29,2000s,USA-ROU,Net flow back to origin,Very Large
